bidder_id,outcome,total_bids,total_auctions,bids_per_auction,mean_time_diff,mean_response,min_response,ip_entropy,url_entropy
f04748a1437347d837a65ce04ee7d94enqhub,0.0,1262,51,24.7451,1164.36,84.0206,0.0,7354.5694,162.5806
3835e3bbf9a17a33867860a9ba19621dp4wdc,0.0,31,17,1.8235,7842.17,48.4194,0.0,73.9651,28.585
9ab3bca29dbc32070cd7f729ea55639a350tu,0.0,3,3,1.0,107671.5,19.6667,7.0,0.6931,0.6931
b46132a554a2a3b93efc5a9352036e6crl6sk,1.0,262,37,7.0811,982.11,449.7023,0.0,1051.9971,267.6018
c871daa6b709e008825b667b05efddca04jbe,0.0,1,1,1.0,,24.0,24.0,0.0,0.0
644e284380171fa793695a91b6a12c28jcwku,0.0,60,23,2.6087,4262.2,91.2,0.0,182.7421,149.6425
37921a9d842612b3b0281f7098d0002539xrj,0.0,9,5,1.8,28249.25,124.0,0.0,10.6046,9.9115
2a5726bd00709641cc54a8ab5422cde3uchoe,0.0,1,1,1.0,,364.0,364.0,0.0,0.0
10b431aa15b56084d32fe1ef123c4305wo1nl,0.0,4,4,1.0,76073.0,199.0,0.0,1.7918,0.0
c2294751630e49a4e594dfd89383b271qzp0m,0.0,40198,991,40.5631,36.54,1307.6023,0.0,329219.3514,331977.0974
c6f07c222aa3a9d35b0e01f8959ffd21oownr,0.0,7,5,1.4,32729.33,11.1429,1.0,6.5793,5.8861
573cf43253a18821e50dfae941ac287ceymgo,0.0,4,4,1.0,41081.33,1889.25,40.0,1.7918,0.0
18eb8d55c84019b9196c5ca7e072b287bv68e,0.0,27,7,3.8571,55155.5,2.8889,0.0,60.5686,54.6825
85371e59ea43c33c7e481ba3c214e893ail7f,0.0,12,7,1.7143,128921.36,1225.9167,1.0,17.5023,13.6311
86b6207b5e87d58ae307bdc1545a101akz0ew,0.0,11,11,1.0,23303.8,44.8182,0.0,15.1044,15.1044
a4c40fd7a4c1040283fb2b84611eaad240849,0.0,83,3,27.6667,2622.24,2001.988,0.0,270.1675,4.4067
fb6814db96bbaf61f42270a85f0f62adunxft,0.0,16,9,1.7778,85833.87,360.0625,12.0,27.8993,0.0
4c2699de8bc9516b09c5e5c8bae6d6c6xiry9,0.0,44,25,1.76,5921.98,169.7727,0.0,121.5331,78.9937
1c66f261724506bee45dd18a4d221bfeh1687,0.0,4,4,1.0,423650.0,25.75,3.0,1.7918,1.7918
67d245e38ee756947ed395fa099807fchxv99,0.0,8,7,1.1429,18265.14,329.75,2.0,8.5252,6.7334
eacfdb47b3daccebd9f16779c5542fe5eytoc,0.0,57,37,1.5405,4332.73,62.2982,0.0,171.6596,118.2612
200b548999702c10f8f9fdbae9ce60622owzv,0.0,776,112,6.9286,1894.36,124.2461,0.0,3984.8177,1726.1725
20d08c7edbcb4b4ac0214b664ca5bb9cprntj,0.0,98,22,4.4545,14977.9,84.5204,0.0,295.733,102.5544
4ab56df4b1befe3e2ce5cd98e8950ba2psqq2,0.0,1,1,1.0,,40.0,40.0,0.0,0.0
d8d90875fbcf94c3b4c5c00479cbed6e1mqrl,0.0,11,4,2.75,16564.7,1.3636,0.0,15.1044,10.3169
2b72d702b44fd7dd58062e326fd8e4779j8mp,0.0,20,16,1.25,12508.16,285.45,0.0,39.3399,12.3569
fbca8e44d824faa1fa6b99325758ff19vi94a,0.0,1,1,1.0,,203.0,203.0,0.0,0.0
584d1d60d357a4ee1fd3b0a6a72de1dc4rodn,0.0,1,1,1.0,,114.0,114.0,0.0,0.0
0353aa9e97bd46119c90b8892f99982esfem3,0.0,174,87,2.0,8474.83,918.6092,0.0,657.7024,441.3518
651402deb28af3e3d1ab9a6b88314b591uuaz,0.0,7,6,1.1667,242983.33,39.5714,0.0,6.5793,5.193
d63671871e4010e904b9419e48781565weafn,0.0,75,12,6.25,19490.31,37.8133,0.0,215.9496,206.4506
3ddd3eba016fc11b07c8a9ecb3fcc2975bkru,0.0,1,1,1.0,,3.0,3.0,0.0,0.0
f01d8d55568b1f54b6946a1b78a3983exkz5u,0.0,3,3,1.0,32567.0,134.3333,6.0,0.6931,0.6931
64885ec89a54c64598b2d196e1fe2e351cd60,0.0,9,8,1.125,170927.88,56.1111,1.0,10.6046,9.9115
cafa845bd657b17eaa82940d4767d9dfe9uxg,0.0,1,1,1.0,,7.0,7.0,0.0,0.0
e0e5719b5d763eb4e04c7f6e4e32884cmlpj7,0.0,1,1,1.0,,0.0,0.0,0.0,0.0
392d936106b75256632c9dc83c4f1a169bke9,0.0,78,28,2.7857,18299.12,1253.2949,0.0,258.4855,52.9541
2a4654987b59646a120ac74301339afc4eylt,0.0,1,1,1.0,,1.0,1.0,0.0,0.0
9211adb9cc770c78a70b55441acd146bfxnz2,0.0,75,33,2.2727,3469.66,176.92,0.0,244.3949,161.0217
e69dc706f159ef6e26df0d88388bc5edlymly,0.0,24,20,1.2,61950.74,83.7917,0.0,50.9135,38.1117
65d3cc1725c4506fe02be3e2b24435bbbd6qf,0.0,1,1,1.0,,2.0,2.0,0.0,0.0
a6e261c09ae8aa7d0a47ffeb0110aa519jowa,0.0,552,64,8.625,466.6,207.9692,0.0,2769.3667,2178.4475
7d72bde2e297ee81296adb4fd56e8800p7lbe,0.0,1,1,1.0,,21.0,21.0,0.0,0.0
6533b670e02ccf583288ba7c8f5fb1carmirt,1.0,425,39,10.8974,409.96,94.6792,0.0,1853.707,1832.6389
55d0b2506cef6464d799879b65c6ba29hjcv3,0.0,290,63,4.6032,5018.96,784.8478,0.0,1278.2465,5.6664
45927dd51fb4301c459ab96d48f64752q0o9e,0.0,21,17,1.2353,12785.15,1246.2857,0.0,42.3356,35.0632
7ce12bb499c156ba4513becaa42aa8c143v75,0.0,99,14,7.0714,2615.36,2682.0825,7.0,352.4596,353.8459
b7efeea5ff94a281635ca2f0f7e8b3ca4zykk,0.0,105,51,2.0588,14051.29,694.2115,0.0,376.5956,318.6343
7f603f668968facebb0567015ad4c201kikrh,0.0,4,4,1.0,66525.0,12.5,0.0,1.7918,1.7918
9ebd57da79b9286fd67a53e61528cf63a1w6c,0.0,45,21,2.1429,5743.32,8587.3721,6.0,124.6241,71.6839
14f226ef57ed64d8e14c8b5ae929143cgq3em,0.0,211,102,2.0686,6982.26,10347.8152,0.0,890.1039,400.8034
e5fd2ebbf5bac9ddc73ce524e1b33c3akti0q,0.0,57,16,3.5625,22782.71,40958.0526,0.0,169.5802,159.2351
3073d007a5b42b827cc770ecf4805278xvvzl,0.0,14,5,2.8,92477.46,809.4286,4.0,16.3784,9.0572
9774dc752f855f07b9c00eb7018b607c0ymxo,0.0,30,25,1.2,48732.79,1831.6333,1.0,71.257,64.4955
ff566c87f2babf3dcd67be286e1c6666cxzh1,0.0,3,3,1.0,671324.0,34.3333,2.0,0.6931,0.6931
3b947f8c954acf4354d2c3bdcd494fb0x54ee,0.0,10,5,2.0,27832.89,3399.0,34.0,12.8018,8.0143
b1bc9ff2b98df742affda07c5977c7345dpm5,0.0,3,2,1.5,560277.0,7.6667,2.0,0.6931,0.0
05c6b93bf8f083b2d0a03ffc0fc3524ba8fi5,0.0,10,1,10.0,9517.44,379.6,21.0,0.0,7.3212
56cfe8b0d574e1df3f823c2cf32226eff52uw,0.0,9,4,2.25,29591.25,92.0,0.0,10.6046,10.6046
c0d065cc8cb585f027143f2ebc6b49f01g1wr,0.0,156,51,3.0588,9453.52,175.4359,0.0,611.2861,177.5563
ec0c9e98cdf302274974ad212477f851iw35b,0.0,2984,406,7.3498,492.32,516.3255,0.0,19379.5585,13910.3536
b6a7b5bba132a90e7c7cb350d2bfa52d7sion,0.0,374,55,6.8,689.91,1052.6595,1.0,1352.746,657.7102
dd1675bf26316cd4630087fb47d0ff8fsug8e,0.0,136,16,8.5,10789.49,375.8971,0.0,503.6013,451.6556
1bbfbd968c065ff5dabeffe311bc3ddeezbof,0.0,11303,423,26.721,129.95,246.9267,0.0,85661.7683,47364.1393
a664b6b42fd48403fbd34800063fa50bz6k4m,1.0,165,6,27.5,2.18,38.5758,2.0,675.8475,266.785
e19f258fa5019e58974b562a8e1433ccluztk,0.0,1795,208,8.6298,818.49,1062.9189,0.0,10215.8106,2769.0011
4703c8940eaa3f3bf5082ec2f155a8619i1yw,0.0,185,82,2.2561,7960.03,16157.3536,0.0,684.0343,111.2364
a99f91d51e8d9f5786dfa52e24292dfebi55j,0.0,105,22,4.7727,13992.61,348.1538,2.0,375.6793,376.5956
c9fbbfcc89730e961499b4b30ffc4a98umxko,0.0,2,2,1.0,231923.0,57.0,33.0,0.0,0.0
a60101895443bfa5d4485b9c2c3e1b68t5ppq,0.0,42,20,2.1,6045.34,503.4286,1.0,107.3904,18.3145
5e8bf58291656ddd5fd2f71825565446aiopv,0.0,2210,92,24.0217,117.29,133.625,0.0,14397.7781,13409.5764
20a2d48ac3400228e7a0296aaa596a0fvckdc,0.0,5,5,1.0,295146.0,7088.4,1.0,3.1781,3.1781
9be87a4f123366660d7f6d40ffa493a8ffpsj,0.0,14,13,1.0769,18238.69,1200.1429,0.0,22.5522,21.1659
662b66b1227816c2f9017cadbc148381alne2,0.0,2,2,1.0,1171103.0,55.5,1.0,0.0,0.0
0870fb7e5701f3ba56762b03e157afdc1yw7u,0.0,558,55,10.1455,457.54,65.3118,0.0,2224.0134,2108.3288
84bd02dc56fb7c3402426ef7e8e166e2ptwo6,0.0,1,1,1.0,,0.0,0.0,0.0,0.0
42cce5c657dc7d99911d950cb22fcb4fmzz5e,0.0,5,3,1.6667,17508.0,357.8,0.0,3.1781,2.4849
8322695c21cb27accf0fe269438bd78fn3x44,0.0,15763,708,22.2641,93.18,4177.2129,0.0,121055.6702,103891.7394
679d60378d42ca9d3b8a28073fe14fc7bv4jh,0.0,455,141,3.227,3232.02,293.4308,0.0,2303.8563,2056.9228
51d2e1b98b7a1e42b939637dc6e11381zu201,0.0,164,3,54.6667,1576.11,21.1159,0.0,663.2929,15.2628
876b122982958678f14bb25d887dd79dun3qa,0.0,60,40,1.5,24596.36,4235.6667,0.0,184.5338,159.7411
8f6f7baf33fe2a5206ed3ca88446a99bmq453,0.0,100,25,4.0,2312.58,204.93,1.0,125.097,96.6871
061690ceb6004807b7906968bf382dfcbve7y,1.0,432,37,11.6757,3403.02,185.7599,0.0,1728.4696,0.0
96caf14832aa8be04d98aa481b320392kb2gc,0.0,359,145,2.4759,4098.84,72.1401,0.0,1732.2042,1464.3332
61101089c1b34f409fc9b836a7f9cd163y22l,0.0,2,2,1.0,169256.0,7.0,7.0,0.0,0.0
a3910fbd35b7a0c383c9805eafda616fra4xo,0.0,1,1,1.0,,1.0,1.0,0.0,0.0
d7c046d4328c139e76fea7c1833e8fe6fx4yz,0.0,3,3,1.0,67701.0,96.6667,8.0,0.6931,0.6931
ce22684df495e376e32ac95d3ceb1164t37l2,0.0,1,1,1.0,,6.0,6.0,0.0,0.0
37ebf34eaeb8a434976416c34ed5c6d8ywyoj,0.0,8,8,1.0,190611.43,26.0,0.0,8.5252,8.5252
2819b8b2295f272f33f8e76fd344ce6bywj1p,0.0,2,2,1.0,31194.0,1897.0,0.0,0.0,0.0
d4a84bdffb9543626fdd42c879343ce26ds4l,0.0,19,5,3.8,72115.11,287.4211,0.0,36.3954,28.4299
29b8af2fea3881ef61911612372dac41vczqv,0.0,1,1,1.0,,1.0,1.0,0.0,0.0
b1729d5905e896a8411f81bb65d66343ladls,0.0,4,4,1.0,396589.0,54.5,0.0,1.7918,1.0986
c1434e440370882ecf00ac52140f7adbuy1e9,0.0,68,24,2.8333,21892.61,74.3529,0.0,212.4794,80.1657
8bf04b0a219c7834b25057c0220b4d0dhwdsg,0.0,12,10,1.2,22693.0,83.6667,13.0,17.5023,10.9231
790c497536a2a9fe080c3b2ee6d5eeb9caiv8,0.0,4,4,1.0,459526.0,109.75,0.0,1.7918,1.7918
8d8f705595701b921012777a281a553622300,0.0,30,25,1.2,8535.0,34.9333,1.0,70.5639,62.1929
9393cc68d0357d7b200a94fdf93ee3cf7xg5l,0.0,45,30,1.5,5597.32,947.6818,2.0,125.3173,49.5819
445305769cbfccafc89ff5ebd004598einesy,0.0,3137,352,8.9119,82.56,711.4104,0.0,20420.3422,14862.0245
be3bec53b42be118ef2a87fc40db7311k4as3,0.0,15,1,15.0,96150.64,0.7333,0.0,24.4981,23.8049
45c3a73b88760d4390f42ea4fae97d84la5wh,0.0,13,9,1.4444,17856.58,138.5,0.0,19.9872,16.8092
82194e7d8f9b84e71b789e763b5c3263r6d98,0.0,81,34,2.3824,18081.28,137.9383,0.0,273.6731,148.2688
2794512e8edad5f99d28c33c7560fccb9zl8i,0.0,1,1,1.0,,177.0,177.0,0.0,0.0
9f793ee6e6df7f69b5a5acb4e13db0476b26x,0.0,1,1,1.0,,0.0,0.0,0.0,0.0
0318e0a173f7c65db40116b903884c854x258,0.0,10960,321,34.1433,134.01,930.4757,0.0,84800.7714,22454.6818
6767cffbe2c0957492aa451560655be3hjd6s,0.0,95,30,3.1667,333.57,8555.5914,9.0,97.4007,143.8381
06a58d4af0fe7ee15324b0e921e8de1260vef,0.0,9595,521,18.4165,153.09,432.2521,0.0,72645.2916,28884.0078
012441119bcf83b23d4768bb72cea6d6carua,0.0,23,19,1.2105,10682.45,56.0435,1.0,47.0849,17.3939
0e8212e286ee36da8945c2480e366417xa22x,0.0,3,1,3.0,104332.5,869.3333,119.0,0.6931,0.0
40ef6a4a0c99b478fee1c93f4105b9d9mh9iv,0.0,1,1,1.0,,109.0,109.0,0.0,0.0
2d6a70a8341ea0fbe4c8537ffbce919etg4x0,0.0,1,1,1.0,,23.0,23.0,0.0,0.0
88bf2c0f5460e28deb5eca2ef8e5e809ol5ru,0.0,76,1,76.0,2447.32,163.6184,0.0,251.8904,0.0
b725a638efd8d51f66ae2f22ce1df678p9es7,0.0,1,1,1.0,,1.0,1.0,0.0,0.0
8cba56e5e7c2be942ea8472b73f0842fil1x0,0.0,7,7,1.0,13517.5,332.7143,8.0,4.7875,1.7918
0853bead89b03dd38a04d84f4312da7dukglz,0.0,4,4,1.0,66087.67,432.75,14.0,1.7918,0.0
cb9a75312b809291306c6213ed5dc67dw31qz,0.0,2658,389,6.8329,552.76,2410.3223,0.0,13246.4778,10150.8546
01067975436d123f717ee5aba0dd4bbfa0937,0.0,543,17,31.9412,476.38,59.7274,0.0,2761.663,67.0495
953879d32e39e014cf8ce73daa2547cb2ke8t,0.0,8015,240,33.3958,32.34,483.5665,0.0,57921.478,34310.1753
40efc98d259ee36a8c2a387ba49f39d0fa39h,0.0,330,45,7.3333,782.78,291.3848,0.0,1432.7281,571.7242
9aca61f505f40a3b4f7865c2d00e2418s0e1f,0.0,8210,421,19.5012,178.91,94.7336,0.0,62042.8282,28867.0332
d7340ee3c04e600c31fd2a34c760f7e7d26bn,0.0,105,49,2.1429,14094.05,294.2381,0.0,371.654,130.2635
1ac788675f70655e71a013892d701e901kj13,0.0,14,9,1.5556,14477.46,54.8571,1.0,21.1659,20.7604
d8ff621bc161b09d9192c445f4b3be7b8xow6,0.0,17,11,1.5455,13291.44,1111.0,46.0,30.6719,8.8929
e4a9bdad09ebc5d5a264723855fcaaad6q52x,0.0,656,64,10.25,394.93,143.7805,0.0,3521.734,2673.24
796961698c2f2442e73c5195062370caawzzo,0.0,4,4,1.0,45075.0,73.5,1.0,1.7918,1.7918
37ca0d0ded383d709676a4f9729ef39cpjfh4,0.0,14,13,1.0769,12577.85,530.6429,0.0,22.5522,14.027
84c4b58a1491da3a30710bcdf61f87054xfq6,0.0,2143,421,5.0903,685.62,7949.2101,0.0,14286.6537,11367.0624
b4550ab1da3a3ed6e4a206c9ef78d496q23hb,0.0,889,114,7.7982,1632.32,124.9449,0.0,4748.1567,3172.1442
156f4a8763e602ef789f8048c6928676a1ily,0.0,1,1,1.0,,8.0,8.0,0.0,0.0
d0b096df6b5ffd2efe8d5cfad4a24912zs3dd,0.0,25,22,1.1364,60744.88,3060.36,0.0,54.7847,54.7847
1b268ea4fe034638a92d683b94bcb330vee4w,0.0,4,4,1.0,42298.67,849.75,3.0,1.7918,1.7918
dd7292cdbc81ebfb87945d9ab176d679gepf0,0.0,68,35,1.9429,21802.99,34566.25,2.0,217.0438,211.1577
86091a1e6c99358936979baf67d54457x1dzy,0.0,7,6,1.1667,41146.17,24787.4286,2.0,6.5793,0.0
222a0e05442fec0af2d20ebdcafe4b28c2pi4,0.0,4,4,1.0,34917.33,160.0,10.0,1.7918,1.7918
b0164d9a18a3cdf6082e96f9708040690qcqf,0.0,255,74,3.4459,964.6,2485.373,0.0,614.6415,156.1202
2797fe80977297483e724b8390161c937dh4g,0.0,132,35,3.7714,11114.92,1088.542,0.0,402.9758,0.0
e9c8ee7f783723fe8496dd35232d88f2or1r1,0.0,16004,1301,12.3013,91.78,6582.8032,0.0,115260.0669,71249.3796
1e0b1a6ea8d307cb61e221723534c4dclf9w1,0.0,304,135,2.2519,4845.06,2534.5743,0.0,1368.1713,738.608
9e9270c06937bfa13f5b29e737c3438fcocyn,0.0,8,8,1.0,25493.86,32.75,2.0,8.5252,8.5252
8720f071e045d4cec9d707c583a3d64avjyyy,0.0,200,89,2.2472,7377.83,109.3015,0.0,840.8394,288.6669
34a7ce35b13775be4e20930ba2788a3ebu5n0,0.0,4,1,4.0,22003.0,1.75,1.0,1.7918,1.7918
05a07a27e235d01fe480ea6ac73b8838jq28x,0.0,139,68,2.0441,1869.92,140.6934,0.0,536.6855,336.2994
3d48fb12020c1a81a65fdba2d75caf0d6q2nc,0.0,80,30,2.6667,3258.34,168.7342,1.0,247.271,142.4797
272a9183c10d9e80eda8ccaf6682db71203nk,0.0,1,1,1.0,,22.0,22.0,0.0,0.0
7a71e329f3f2da98a3f82e7bfcb705a0t5822,0.0,1,1,1.0,,11.0,11.0,0.0,0.0
9c223f867c65938ce8623fc41bec08485xddt,0.0,20,15,1.3333,12376.11,671.0526,11.0,39.3399,32.7606
6db047b1bdd342c09ecf9f5eecccaa4fy5l0q,0.0,3510,258,13.6047,417.44,185.9172,0.0,23124.0346,16370.8434
936d542904f515ea87bab7996497b11aszyco,0.0,22,11,2.0,69244.29,83.7619,5.0,42.2021,20.6054
163097c029285c7eefa2d60e474d65b4ap2l0,0.0,25,6,4.1667,59218.25,11.52,0.0,52.993,34.7105
f211ff014ed43c9054916f97d6187108mpxr6,0.0,7040,381,18.4777,36.81,82.6654,0.0,51378.8091,37006.6829
c97dda0fd2de7d82d3a52eb6c0788062h3tq6,0.0,1,1,1.0,,252.0,252.0,0.0,0.0
44be920e88377290bb204795f05a20369jp06,0.0,2,2,1.0,1417655.0,38.0,22.0,0.0,0.0
bba40511c6e56070602e8dde4229ff923zbuq,0.0,10,10,1.0,149034.89,70.7,2.0,12.8018,11.0101
8783939eb63e5eb4e5cd412d8480f3955ipxu,0.0,1250,257,4.8638,207.41,2120.3166,0.0,7660.9771,6546.458
cbe756ce81f5c420a1f7079791ed9aa2js2u7,0.0,1,1,1.0,,1260.0,1260.0,0.0,0.0
69b32dd82f265a04826106d17e2bac9ao9fu8,0.0,10,9,1.1111,18407.0,434.6,3.0,12.1087,12.8018
0daf4f87eb695e2a84e4156154209e09k6ga5,0.0,1,1,1.0,,11.0,11.0,0.0,0.0
e0a87bc26e13c599894d7a5103fdca786tfat,0.0,1,1,1.0,,7.0,7.0,0.0,0.0
10f1460119f9e42bcccd0f68ef59cc830pwtq,0.0,40,33,1.2121,37268.33,494.075,1.0,102.7606,70.1428
9f7e3e648ea8e6815c6e7caf59412e843iqbz,0.0,3,3,1.0,43121.0,99.6667,2.0,0.6931,0.6931
f35082c6d72f1f1be3dd23f949db1f577t6wd,1.0,1,1,1.0,,1.0,1.0,0.0,0.0
8ea020a1fdccfd726f74ed7e90dc3400zy9iy,0.0,8,7,1.1429,207431.0,120.75,2.0,3.7377,7.832
99bfa04865566ca88573ebfd3c7fb1f2c64cr,0.0,23,10,2.3,10655.05,104.087,0.0,48.4712,46.3917
c6108e22518279361de99b3c7c298235mkoa9,0.0,111,47,2.3617,2337.15,1997.8796,0.0,400.6708,328.7648
b9743f78108aefe3995e1c2291b5f3278cgpk,0.0,14,5,2.8,15758.38,49.8571,1.0,21.1659,0.0
4b3e6a8a52c413a32f76a6d7a84a54bb8gb0t,0.0,0,0,,,,,0.0,0.0
4073de52fb5c46376dc3cac6b2f2cecdxyqjg,0.0,11,11,1.0,143412.9,837.0,2.0,15.1044,12.6195
b77312a06d10e22e3caca85fc7fe0342b2adf,0.0,1,1,1.0,,22.0,22.0,0.0,0.0
7daf0e51b276c6ab5bd2ccf520dae106graj8,0.0,2,2,1.0,1445956.0,15.5,3.0,0.0,0.0
b071545f5ad73150880c42e780d951bdzvxn7,0.0,1279,303,4.2211,202.42,599.0008,0.0,7253.1172,5603.7815
676ad0665c9bf74329ddc1f70ea48c16stnux,0.0,17,16,1.0625,84657.44,775.4706,8.0,30.6719,21.4536
2eaf4eef52d5b17615d08bf77386fa42yotej,0.0,253,81,3.1235,5739.7,49278.3266,1.0,681.0043,415.3073
fb7c9b1dcc3b44dd69e42a84406117db4t4mn,0.0,25,16,1.5625,10304.62,252.96,1.0,44.4678,0.0
47d1dbfb67706772f8a44f50e5656602z04rc,0.0,20,8,2.5,9888.32,67.8,0.0,39.3399,0.0
cbc71ae3c3690c89485eda3f08b9bb51rqrxz,0.0,225,44,5.1136,1153.54,43.3778,0.0,820.0402,10.8188
6b85d622dec4fff284d55895eba9969dqlhu9,0.0,2,2,1.0,49.0,38141.0,3.0,0.0,0.0
c6a49cf5944626b45425712f9e19e91d2nyh7,1.0,822,38,21.6316,95.94,485.5633,0.0,4692.6138,4022.4095
80bf6ab93fbb8316efd5c0b42d4b46c83qrdn,0.0,1,1,1.0,,3.0,3.0,0.0,0.0
4d0d345f552877998f41ba3cd1ba299885vu5,0.0,0,0,,,,,0.0,0.0
7c965df16147f68263573764dd257a7bxqmpt,0.0,66,50,1.32,22216.63,54.9848,0.0,208.6494,134.3295
060ac64ff78ae62e9bc697192cebea333760p,1.0,194,24,8.0833,1209.64,1272.3016,0.0,255.1402,217.4291
1dead8a9cc54fdcf7a7c16dc6e06a3bbusgcu,0.0,77,35,2.2,3385.0,2891.2857,0.0,241.7172,4.3307
8ec9269ed4f5aef4584d887dfd9e595aaynzb,0.0,2,2,1.0,1333861.0,2.5,0.0,0.0,0.0
fe4906ac4c8e2db5ed5a71e8a9d10080u6g7o,0.0,1,1,1.0,,13.0,13.0,0.0,0.0
d4d4b36ea722e5b939e51e34953004c4t671f,0.0,13,7,1.8571,18559.67,209.4615,2.0,19.2941,16.8092
de8943f2b113702c98ef695888b7d0c6my29p,0.0,1,1,1.0,,2.0,2.0,0.0,0.0
2d113999234e06201c0940286d405453wqjsw,0.0,148,101,1.4653,9759.27,8480.2828,1.0,415.2787,406.0062
6c0212679f2439c4113386b2c6ef513e8wr8p,0.0,1479,77,19.2078,993.02,119.0203,0.0,9307.0263,112.3347
055eb52087e0080b8ebca74be4f823f5c819l,0.0,1,1,1.0,,207.0,207.0,0.0,0.0
aba1120a5b13cf72c1d52c0dac8aafc67nmoh,0.0,7,5,1.4,197051.17,54.4286,2.0,5.8861,0.0
5aae3111e4fab04fa5067c740329a38d11361,0.0,55,36,1.5278,4601.2,147.8364,0.0,164.3201,126.8306
936d73a062928a362901f0e507d57b0a8rjs7,0.0,20,12,1.6667,11150.42,166.85,2.0,35.4687,35.4687
2db8669a6d21a5c8197d4287ea32b7883gv5r,0.0,5,5,1.0,24063.75,71.8,9.0,3.1781,2.4849
6713e820273f591bdff7d26a48ee30c5k4iii,0.0,73357,1623,45.1984,20.02,5394.389,0.0,628968.812,464083.487
6393f55c093e04e6e608e1ee8be9c3e28omjd,0.0,18,14,1.2857,13575.53,6483.8824,8.0,32.8119,31.7133
aa7e36069de119ee3ad7c4d8c925fa3ekrs4i,0.0,67,39,1.7179,3870.06,570.6923,3.0,196.2149,94.8206
429f301119adc32d35541dd4d60903563s7nr,0.0,74,31,2.3871,3253.07,2153.274,0.0,220.7167,228.1644
8ac7cc6a62b82e675465e89f67ab1f962ltgu,0.0,3,3,1.0,600149.5,117.3333,5.0,0.6931,0.0
fd1299f1343236dea07bd0ba5f8ca220csnv8,0.0,12,12,1.0,130634.45,90.75,0.0,17.5023,17.5023
9d98d3f00a0c0bddf35470b0fb735fcdhiriy,0.0,603,67,9.0,2170.34,4141.9369,0.0,2473.0033,3127.0306
0fa357965f89388d8e7eb8cbc3b85c6bnnro4,0.0,123,46,2.6739,2007.48,167.0574,0.0,446.0695,208.4448
b7e16fd4fd9ff04b7d741b70730b7b6b1aw84,0.0,743,157,4.7325,347.31,214.8027,0.0,4009.5664,2830.1092
80130530788e55de6e9fd515271859d1kgfsd,0.0,2,2,1.0,112797.0,18.0,2.0,0.0,0.0
54e279a4e162af7fc55d640aa62d0cbc9hxil,0.0,2441,436,5.5986,106.08,510.7559,0.0,15249.1702,10741.172
4882587d42b3d7d8d7bec4315203f10bl2fts,0.0,1,1,1.0,,6.0,6.0,0.0,0.0
452619e019e5651a8d98e3d59a478b7fez5e0,0.0,6,6,1.0,274717.6,28.6667,0.0,4.7875,4.7875
cdf76f38b6f46a3bd396a99123d26909xq5c3,0.0,842,156,5.3974,307.71,207.25799999999998,0.0,4718.9303,2933.9283
5f7767924aa92a8f01b44a7e09f00a4dgqk8e,0.0,166,51,3.2549,8867.11,115.7892,0.0,677.0822,415.1207
46c0ae10d60c4fde2b6301bbafecd7b8dcla1,0.0,461,157,2.9363,561.1,349.5524,0.0,2318.2217,1730.6952
9f101e80580cbff55a2307c028408a91nebzc,0.0,241,19,12.6842,5547.83,69.2116,1.0,297.4721,480.7523
bc7722baf876d0735ddc885691eb687bgz365,0.0,519,116,4.4741,497.28,411.668,0.0,2662.9564,452.9399
cf4eb0f68d47e6d4b92befd0b8fff39a098cd,0.0,4,4,1.0,431951.33,26.0,3.0,1.7918,1.7918
a9062f1d7c589bb01ee0b330ee8791fc702il,0.0,244,10,24.4,1052.78,1122.7828,0.0,1043.2069,136.0483
34cc283e180fcd4902ef8758714c6d83th4nf,0.0,2,2,1.0,12802.0,49.5,27.0,0.0,0.0
cc78aba7eb8293a1d70f083bd747fa1450906,0.0,1,1,1.0,,2.0,2.0,0.0,0.0
af9c96944265cf541b3fe734a057821a825l7,1.0,2390,199,12.0101,108.42,796.0269999999997,0.0,13886.465,12486.1317
a283eb484c3245e5b12b18daccc075e9g9xk4,0.0,1,1,1.0,,19.0,19.0,0.0,0.0
9af8e7dbdc3c620c8144d736242b3bd2fdbpx,0.0,120,20,6.0,12205.36,205.0678,2.0,439.9354,432.2575
420e7aebb49d7ab3c04e109a98e152d7kquiz,0.0,7,6,1.1667,24979.83,47.4286,0.0,6.5793,1.7918
61a4da78a5aa5bebcb3e9818a46771766gtq7,0.0,163,33,4.9394,8201.72,231.9632,0.0,292.4992,209.6985
6f7043cde57060a6766b551df5fa6fd9p3ojp,0.0,13,13,1.0,121849.17,80520.2308,1.0,19.9872,18.6009
38125387ec30412c438280af8931254dmvfgb,0.0,4,4,1.0,431446.67,154.5,1.0,1.7918,1.7918
d2eca28cbe0a3dc69715d719c6958faaaqx95,0.0,330,71,4.6479,4447.96,3480.4273,0.0,1511.4776,915.211
ac94684646bc6f708dcf4566f41ec05es9v44,0.0,1,1,1.0,,76.0,76.0,0.0,0.0
bbad48cdaa604c1bf40b59120a775794rnlg1,0.0,21,11,1.9091,72434.2,2337.3333,8.0,42.3356,11.6638
73d4cec0ad358d272d757e0fce8440d01fvw8,0.0,1,1,1.0,,47.0,47.0,0.0,0.0
8bf07d8631a2808f2c869e27afad2d41swgkd,1.0,3113,168,18.5298,82.22,169.395,0.0,16668.9813,15255.8223
